AlarmId,HistoryAction,AlarmKey,Node,SubMethod,AlarmGroup,SubAlarmGroup,AlarmType,Reported,Severity
3916367799,UPDATE,"ERWTAHKEPTKLH01.EZAZWG.NSmodules/events/bin/aggregators/trapd -c 2",ERWTAHKEPTKLH01.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444009,0
3916351591,UPDATE,nagios-sysadmin-NRRYZEU-BPA-219-001-1000.BPA.NS--fs_/,NRRYZEU-BPA-219-001-1000.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444012,3
3916351607,UPDATE,"nagios-sysadmin-IHO01--Check_MK inventory",IHO01,"Syslog - Generic",nagios,sysadmin,3600,1428444012,3
3916351585,UPDATE,"nagios-sysadmin-NRRYZEU-BPA-192-003.BPA.NS--Check_MK inventory",NRRYZEU-BPA-192-003.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444012,1
3916351603,UPDATE,nagios-sysadmin-IHO-LOT.LE3.OXB.BPA.NS--PING,IHO-LOT.LE3.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444012,4
3916351611,UPDATE,"nagios-sysadmin-IHO01--Postfix Queue",IHO01,"Syslog - Generic",nagios,sysadmin,3600,1428444012,1
3917675631,UPDATE,"SP25QVEJ01: hwNmNorthboundEventNotify alarm. Event: ID:83,DeviceType:1941,TU alarm indication - Slot: 12 Port: 1 TTP_TYPE=96 12-N3EGS4-1(SDH-1)-VC4:9-VC12:6[1-2-3]",SP25QVEJ01,hwNmNorthboundEventTrap,Communication,"Slot=12 Port=1 TTP_TYPE=96 12-N3EGS4-1(SDH-1)-VC4:9-VC12:6[1-2-3]",2,1428444008,4
3916451049,UPDATE,"ERWTAHKEPTKLH02.EZAZWG.NScustom/sues/suesListner.pl atmonolithchm02",ERWTAHKEPTKLH02.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444006,0
3916351617,UPDATE,"nagios-sysadmin-RBMPM01.TRSVDR.NS--LOG Application",RBMPM01.TRSVDR.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444012,4
3916351619,UPDATE,"nagios-sysadmin-MJTC04.LE3.BPA.NS--Interface UPLINK c2.oe3 _err_ 5",MJTC04.LE3.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444012,1
3917675633,UPDATE,"SP25QVEJ01: hwNmNorthboundEventNotify alarm. Event: ID:83,DeviceType:1941,TU alarm indication - Slot: 12 Port: 1 TTP_TYPE=96 12-N3EGS4-1(SDH-1)-VC4:9-VC12:9[1-3-3]",SP25QVEJ01,hwNmNorthboundEventTrap,Communication,"Slot=12 Port=1 TTP_TYPE=96 12-N3EGS4-1(SDH-1)-VC4:9-VC12:9[1-3-3]",2,1428444008,4
3916351623,UPDATE,"nagios-sysadmin-RBMPM01.TRSVDR.NS--LOG System",RBMPM01.TRSVDR.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444012,4
3889870839,UPDATE,10.43.186.65LINK-3-UPDOWNInterface,10.43.186.65,"Cisco Syslog",LINK-3-UPDOWN,None,2,1428444013,3
3916351633,UPDATE,"nagios-sysadmin-RWB.HSQ.TRSVDR.NS--Disk IO read",RWB.HSQ.TRSVDR.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,1
3917806809,UPDATE,ping-VF-VZCRUSXVB_LZ023030_PH-ICMP_Ping_Failure,VF-VZCRUSXVB_LZ023030_PH,"Metric Mgr Syslog",Ping_Availability_Cust_Re,Device,1,1428444013,0
3917675637,UPDATE,"SP25QVEJ01: hwNmNorthboundEventNotify alarm. Event: unit alarm indication - Slot: 12 Port: 1 TTP_TYPE=94 12-N3EGS4-1(SDH-1)-VC4:12-VC3:3",SP25QVEJ01,hwNmNorthboundEventTrap,Communication,"Slot=12 Port=1 TTP_TYPE=94 12-N3EGS4-1(SDH-1)-VC4:12-VC3:3",2,1428444008,4
3916351649,UPDATE,nagios-sysadmin-WUOPJPE-OQMO.BPA.NS--PING,WUOPJPE-OQMO.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,4
3917675635,UPDATE,"SP25QVEJ01: hwNmNorthboundEventNotify alarm. Event: unit alarm indication - Slot: 12 Port: 1 TTP_TYPE=94 12-N3EGS4-1(SDH-1)-VC4:11-VC3:3",SP25QVEJ01,hwNmNorthboundEventTrap,Communication,"Slot=12 Port=1 TTP_TYPE=94 12-N3EGS4-1(SDH-1)-VC4:11-VC3:3",2,1428444008,4
3916351639,UPDATE,"nagios-sysadmin-RWB.HSQ.TRSVDR.NS--Disk IO write",RWB.HSQ.TRSVDR.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,1
3916367849,UPDATE,ERWTAHKEPTKLH01.EZAZWG.NSmodules/events/bin/connectors/ActionWatcherd,ERWTAHKEPTKLH01.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444009,0
3916351653,UPDATE,nagios-sysadmin-ORFLT.BPA.NS--Check_MK,ORFLT.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,4
3917675639,UPDATE,"SP25QVEJ01: hwNmNorthboundEventNotify alarm. Event: ID:83,DeviceType:1941,TU alarm indication - Slot: 12 Port: 1 TTP_TYPE=96 12-N3EGS4-1(SDH-1)-VC4:10-VC12:15[1-5-3]",SP25QVEJ01,hwNmNorthboundEventTrap,Communication,"Slot=12 Port=1 TTP_TYPE=96 12-N3EGS4-1(SDH-1)-VC4:10-VC12:15[1-5-3]",2,1428444008,4
3916351659,UPDATE,nagios-sysadmin-FKVGN.SES.CDFTWX.AYK--PING,FKVGN.SES.CDFTWX.AYK,"Syslog - Generic",nagios,sysadmin,3600,1428444013,4
3916351657,UPDATE,"nagios-sysadmin-ORFLT.BPA.NS--Check_MK inventory",ORFLT.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,1
3917675649,UPDATE,"SP25HJHJ01: hwNmNorthboundEventNotify alarm. Event: ID:83,DeviceType:1941,TU alarm indication - Slot: 13 Port: 41 TTP_TYPE=5 13-N2PQ1-41(VIE1/201/01/11/15/17)-PPI:1",SP25HJHJ01,hwNmNorthboundEventTrap,Communication,"Slot=13 Port=41 TTP_TYPE=5 13-N2PQ1-41(VIE1/201/01/11/15/17)-PPI:1",2,1428444008,4
3890048717,UPDATE,"W72CZDUW6 bgpPeerEntry.10.43.186.15 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 1 1 ",W72CZDUW6,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444008,4
3916661133,UPDATE,"nagios-sysadmin-S00010.YYQ.MGWE2AYK.NS--NIC eth1 link",S00010.YYQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,3
3916351669,UPDATE,"nagios-sysadmin-S00010.YYQ.MGWE2AYK.NS--DRBD drbd1 status",S00010.YYQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,4
3916451079,UPDATE,"ERWTAHKEPTKLH02.EZAZWG.NScustom/fos/fo.pl 0 /opt/monolith/logs/FOSperl.log atmonolithchm02",ERWTAHKEPTKLH02.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444006,0
3916661135,UPDATE,"nagios-sysadmin-S00010.YYQ.MGWE2AYK.NS--NIC eth1 parameter",S00010.YYQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,4
3787031999,UPDATE,ping-VF-EPRXRO_LZ094330_PH-ICMP_Ping_Failure,VF-EPRXRO_LZ094330_PH,"Metric Mgr Syslog",Ping_Availability_Cust_Pro,BBMS/CN,1,1428440508,0
3916351675,UPDATE,nagios-sysadmin-S00011.YYQ.MGWE2AYK.NS--Check_MK,S00011.YYQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,4
3916351677,UPDATE,"nagios-sysadmin-S00011.YYQ.MGWE2AYK.NS--Check_MK inventory",S00011.YYQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,1
3800611581,UPDATE,"IETF-BGP4-MIB-W72NKYXO4-IETF BGP Peer Status-None-BGP Peer Connection Idle  ( BGP Peer: W72NKYXO4 )",W72NKYXO4,IETF-BGP4-MIB,"IETF BGP Peer Status",None,2,1428444009,4
3916351697,UPDATE,"nagios-sysadmin-IRTXYXY.BPA.NS--Check_MK inventory",IRTXYXY.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,3
3917809073,UPDATE,"VF-RJMI_LZ088630=Generic Link Status=linkUpDownCellular0",VF-RJMI_LZ088630,Generic-IETF-SNMPv2-MIB,"Generic Link Status",BBMS/CN,1,1428444009,0
3916351681,UPDATE,nagios-sysadmin-S00011.YYQ.MGWE2AYK.NS--tagged_ssh,S00011.YYQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,4
3916351689,UPDATE,nagios-sysadmin-S00015.MGFP.MGWE2AYK.NS--tagged_apachestatus_simple,S00015.MGFP.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,1
3916351701,UPDATE,"nagios-sysadmin-KJ01.YKJA.LEUU.BPA.NS--imc powersupply ps_0",KJ01.YKJA.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444013,4
3916367925,UPDATE,ERWTAHKEPTKLH01.EZAZWG.NSmodules/events/bin/connectors/CustomPolicyEngined,ERWTAHKEPTKLH01.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444009,0
3916351713,UPDATE,nagios-sysadmin-KJ01.JAJS.LEUU.BPA.NS--Check_MK,KJ01.JAJS.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444014,4
3890050939,UPDATE,"W72NKYXO4 bgpPeerEntry.10.43.186.11 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 2 1 ",W72NKYXO4,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444009,4
3916351707,UPDATE,nagios-sysadmin-KJ01.YNEW.LEUU.BPA.NS--Check_MK,KJ01.YNEW.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444014,4
3839964783,UPDATE,ping-SKAFVJN-BW_FAEXHNJCUG_1G_QZPOKY-ICMP_Ping_Failure,SKAFVJN-BW_FAEXHNJCUG_1G_QZPOKY,"Metric Mgr Syslog",Ping_Availability_Cust_Pro,Device,1,1428438698,0
3916699019,UPDATE,ERWTAHKEPTKLH02.EZAZWG.NSmodules/events/bin/connectors/ActionWatcherd,ERWTAHKEPTKLH02.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444006,0
3916351717,UPDATE,"nagios-sysadmin-KJ01.JAJS.LEUU.BPA.NS--Check_MK inventory",KJ01.JAJS.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444014,1
3917682627,UPDATE,SKAFVJN-BW_UBDAXMRZW_ETLINK-3-UPDOWNInterface,SKAFVJN-BW_UBDAXMRZW_ET,"Cisco Syslog",LINK-3-UPDOWN,None,1,1428444014,0
3890051015,UPDATE,"W72NKYXO4 bgpPeerEntry.10.43.186.11 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 1 1 ",W72NKYXO4,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444009,4
3917624079,UPDATE,nagios-sysadmin-NR-06.BPA.NS--tagged_ZGMVdelivery_nas01,NR-06.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444014,1
3916351729,UPDATE,"nagios-sysadmin-NR-01.BPA.NS--puppet agent",NR-01.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444014,3
3916351719,UPDATE,nagios-sysadmin-JQNJ02.HSQ.MGWE2AYK.NS--netbackup,JQNJ02.HSQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444014,4
3916444347,UPDATE,BPA_CSFI-CSFI1.JAJS.LEUU.BPA.NS,CSFI1.JAJS.LEUU.BPA.NS,BPA_CSFI,SIL,BPA_CSFI,1,1428444009,0
3816284191,UPDATE,ping-VF-UZIULGCDKOU_TFN_LZ092230-ICMP_Ping_Failure,VF-UZIULGCDKOU_TFN_LZ092230,"Metric Mgr Syslog",Ping_Availability_Cust_Re,Device,1,1427971276,0
3890049293,UPDATE,"W72NKYXO4 bgpPeerEntry.10.43.188.6 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 1 1 ",W72NKYXO4,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444009,4
3916444429,UPDATE,BPA_CSFI-CSFI1.EIAD.LEUU.BPA.NS,CSFI1.EIAD.LEUU.BPA.NS,BPA_CSFI,SIL,BPA_CSFI,1,1428444010,0
3800611581,UPDATE,"IETF-BGP4-MIB-W72NKYXO4-IETF BGP Peer Status-None-BGP Peer Connection Idle  ( BGP Peer: W72NKYXO4 )",W72NKYXO4,IETF-BGP4-MIB,"IETF BGP Peer Status",None,2,1428444011,4
3890048325,UPDATE,"W72NKYXO4 bgpPeerEntry.10.43.186.2 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 2 1 ",W72NKYXO4,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444011,4
3800611643,UPDATE,"IETF-BGP4-MIB-QA36CZJR01-IETF BGP Peer Status-None-BGP Peer Connection Idle  ( BGP Peer: QA36CZJR01 )",QA36CZJR01,IETF-BGP4-MIB,"IETF BGP Peer Status",None,2,1428444011,4
3916351747,UPDATE,nagios-sysadmin-DZW-03.LE3.OXB.BPA.NS--fs_/srv,DZW-03.LE3.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,3
3890048209,UPDATE,"W72NKYXO4 bgpPeerEntry.10.43.186.2 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 1 1 ",W72NKYXO4,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444011,4
3889870839,UPDATE,10.43.186.65LINK-3-UPDOWNInterface,10.43.186.65,"Cisco Syslog",LINK-3-UPDOWN,None,2,1428444015,3
3916351737,UPDATE,nagios-sysadmin-NR-06.BPA.NS--tagged_ZGMVdelivery_nas02,NR-06.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3808882679,UPDATE,ping-VF-RJMI_HPNWGPPLB_LZ08630-ICMP_Ping_Failure,VF-RJMI_HPNWGPPLB_LZ08630,"Metric Mgr Syslog",Ping_Availability_Cust_Re,Device,1,1427966120,2
3916351741,UPDATE,nagios-sysadmin-STQQ.TRSVDR.NS--tagged_https_cert,STQQ.TRSVDR.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3916351777,UPDATE,nagios-sysadmin-RM2.MGWE2AYK.NS--udp4_123,RM2.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3916351773,UPDATE,nagios-sysadmin-UW15134.MCR2.BPA.NS--Check_MK,UW15134.MCR2.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3916351803,UPDATE,"nagios-sysadmin-VXHDWV-01.OXB.BPA.NS--puppet agent",VXHDWV-01.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,3
3916351809,UPDATE,nagios-sysadmin-GOHMSJL.HSQ.MGWE2AYK.NS--tagged_dnsbl,GOHMSJL.HSQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,3
3916351769,UPDATE,nagios-sysadmin-UW14134.MCR2.BPA.NS--Check_MK,UW14134.MCR2.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3916367967,UPDATE,"ERWTAHKEPTKLH01.EZAZWG.NSmodules/metrics/bin/pollers/PingPollerd -c 237",ERWTAHKEPTKLH01.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444009,0
3916351759,UPDATE,nagios-sysadmin-UG04211.MCR2.BPA.NS--Check_MK,UG04211.MCR2.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3916351787,UPDATE,"nagios-sysadmin-FQMBUFSWD01.MGWE2AYK.NS--Check_MK inventory",FQMBUFSWD01.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,3
3916351815,UPDATE,nagios-sysadmin-LRVEZIO--PING,LRVEZIO,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3815428261,UPDATE,"IETF-BGP4-MIB-W72CZDUW6-IETF BGP Peer Status-None-BGP Peer Connection Idle  ( BGP Peer: W72CZDUW6 )",W72CZDUW6,IETF-BGP4-MIB,"IETF BGP Peer Status",None,2,1428444011,4
3916351791,UPDATE,"nagios-sysadmin-FQMBUFSWD03.MGWE2AYK.NS--Check_MK inventory",FQMBUFSWD03.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,3
3916351753,UPDATE,nagios-sysadmin-XCBRB04.HSQ.MGWE2AYK.NS--netbackup,XCBRB04.HSQ.MGWE2AYK.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3916351823,UPDATE,"nagios-sysadmin-DYZ01.JAJS.LEUU.BPA.NS--APC Symmetra status",DYZ01.JAJS.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,1
3916351795,UPDATE,"nagios-sysadmin-SQVOG-01.OXB.BPA.NS--puppet agent",SQVOG-01.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,3
3916351857,UPDATE,"nagios-sysadmin-DYZ01.BOMG.LEUU.BPA.NS--APC Symmetra status",DYZ01.BOMG.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,1
3916351853,UPDATE,"nagios-sysadmin-DYZ01.SXEM.LEUU.BPA.NS--APC Symmetra status",DYZ01.SXEM.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,4
3916351867,UPDATE,"nagios-sysadmin-DYZ02.ZWZP.LEUU.BPA.NS--Check_MK inventory",DYZ02.ZWZP.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3916351873,UPDATE,"nagios-sysadmin-DYZ02.YLLJ.LEUU.BPA.NS--APC Symmetra status",DYZ02.YLLJ.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3916699101,UPDATE,"ERWTAHKEPTKLH02.EZAZWG.NSmodules/events/bin/aggregators/tcpserverd -c 227",ERWTAHKEPTKLH02.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444006,0
3890048461,UPDATE,"QA36CZJR01 bgpPeerEntry.10.43.149.120 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 2 1 ",QA36CZJR01,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444011,4
3916368007,UPDATE,"ERWTAHKEPTKLH01.EZAZWG.NSmodules/metrics/bin/DefaultThresholdEngined -c 279",ERWTAHKEPTKLH01.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444009,0
3916351875,UPDATE,"nagios-sysadmin-DYZ02.YNEW.LEUU.BPA.NS--APC Symmetra status",DYZ02.YNEW.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3916351889,UPDATE,"nagios-sysadmin-DYZ02.PCEB.LEUU.BPA.NS--APC Symmetra status",DYZ02.PCEB.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3916351891,UPDATE,"nagios-sysadmin-DYZ02.SZAL.LEUU.BPA.NS--APC Symmetra status",DYZ02.SZAL.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3890048571,UPDATE,"W72CZDUW6 bgpPeerEntry.10.43.186.6 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 2 1 ",W72CZDUW6,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444011,4
3916351901,UPDATE,"nagios-sysadmin-DYZ02.UWOT.LEUU.BPA.NS--APC Symmetra status",DYZ02.UWOT.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3916351905,UPDATE,"nagios-sysadmin-DYZ02.WOCK.LEUU.BPA.NS--APC Symmetra status",DYZ02.WOCK.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3844010669,UPDATE,ping-OKV-004_022_G1_WOQUIPKHV_FWGQFOY-ICMP_Ping_Failure,OKV-004_022_G1_WOQUIPKHV_FWGQFOY,"Metric Mgr Syslog",Ping_Availability_Cust_Re,Device,1,1427881999,2
3916351927,UPDATE,nagios-sysadmin-DYZ02.JAJS.LEUU.BPA.NS---,DYZ02.JAJS.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,4
3916351911,UPDATE,"nagios-sysadmin-DYZ02.KOCE.LEUU.BPA.NS--APC Symmetra status",DYZ02.KOCE.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,4
3890048467,UPDATE,"QA36CZJR01 bgpPeerEntry.10.43.149.120 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 1 1 ",QA36CZJR01,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444011,4
3916351923,UPDATE,"nagios-sysadmin-DYZ02.CANQ.LEUU.BPA.NS--APC Symmetra status",DYZ02.CANQ.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3916803801,UPDATE,"ERWTAHKEPTKLH02.EZAZWG.NSmodules/events/bin/aggregators/tcpserverd -c 229",ERWTAHKEPTKLH02.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444006,0
3844008045,UPDATE,ERWTAHKEPTKLH01.EZAZWG.NSmodules/metrics/bin/collectors/SLMCollectord,ERWTAHKEPTKLH01.EZAZWG.NS,Syslog_HealthCheck,PP_HealthCheck,ProcessCheck,3600,1428444009,5
3916351933,UPDATE,"nagios-sysadmin-DYZ02.SXEM.LEUU.BPA.NS--APC Symmetra status",DYZ02.SXEM.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,1
3916351913,UPDATE,"nagios-sysadmin-DYZ02.TTDS.LEUU.BPA.NS--APC Symmetra status",DYZ02.TTDS.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444016,4
3890048577,UPDATE,"W72CZDUW6 bgpPeerEntry.10.43.186.6 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 1 1 ",W72CZDUW6,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444012,4
3916351937,UPDATE,"nagios-sysadmin-DYZ02.BOMG.LEUU.BPA.NS--APC Symmetra status",DYZ02.BOMG.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,1
3916351831,UPDATE,"nagios-sysadmin-DYZ01.WCQB.LEUU.BPA.NS--Check_MK inventory",DYZ01.WCQB.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444015,1
3916351949,UPDATE,"nagios-sysadmin-DYZ03.EIAD.LEUU.BPA.NS--APC Symmetra status",DYZ03.EIAD.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,1
3916351941,UPDATE,"nagios-sysadmin-DYZ03.ZWZP.LEUU.BPA.NS--APC Symmetra status",DYZ03.ZWZP.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,3
3916351961,UPDATE,"nagios-sysadmin-DYZ03.NCQG.LEUU.BPA.NS--APC Symmetra status",DYZ03.NCQG.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,1
3800611581,UPDATE,"IETF-BGP4-MIB-W72NKYXO4-IETF BGP Peer Status-None-BGP Peer Connection Idle  ( BGP Peer: W72NKYXO4 )",W72NKYXO4,IETF-BGP4-MIB,"IETF BGP Peer Status",None,2,1428444012,4
3916351965,UPDATE,"nagios-sysadmin-DYZ03.CANQ.LEUU.BPA.NS--APC Symmetra status",DYZ03.CANQ.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,1
3916351967,UPDATE,"nagios-sysadmin-DYZ04.NKLA.LEUU.BPA.NS--APC Symmetra status",DYZ04.NKLA.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,1
3916351975,UPDATE,"nagios-sysadmin-DYZ04.WOCK.LEUU.BPA.NS--APC External Temp 1",DYZ04.WOCK.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,1
3889686411,UPDATE,"W2.GZCE.BPA.NS--CDP-DUPLEX_MISMATCH-3600-Cisco-General ( CDP )-Trapd-1",W2.GZCE.BPA.NS,"Cisco-General ( CDP )",CDP-DUPLEX_MISMATCH,None,3600,1428444012,2
3916351973,UPDATE,"nagios-sysadmin-DYZ03.YNEW.LEUU.BPA.NS--APC Symmetra status",DYZ03.YNEW.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,4
3890049071,UPDATE,"W72NKYXO4 bgpPeerEntry.10.43.185.46 CISCO BGP Peer Status 2 CISCO-BGP ver.4 Trapd 2 1 hold time expired",W72NKYXO4,"CISCO-BGP ver.4","CISCO BGP Peer Status",None,2,1428444012,4
3917720445,UPDATE,"nagios-sysadmin-DYZ1.LE3.OXB.BPA.NS--ups battery",DYZ1.LE3.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,3
3916351985,UPDATE,"nagios-sysadmin-DYZ04.WOCK.LEUU.BPA.NS--APC Symmetra status",DYZ04.WOCK.LEUU.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,1
3889880071,UPDATE,"Unknown Trap From 10.74.39.201 [1.3.6.1.4.1.9.10.106.2] Generic: 6 Specific: 1",KYF01.WOCK.BPA.NS,"No rules exist for this Unknown ",Unknown,None,3600,1428444012,1
3750226379,UPDATE,ping-OKV-044_049_G3_LIGYMADF-ICMP_Ping_Failure,OKV-044_049_G3_LIGYMADF,"Metric Mgr Syslog",Ping_Availability_Cust_Pro,BBMS/CN,2,1427881270,4
3917681763,UPDATE,"nagios-sysadmin-DYZ1.LE3.OXB.BPA.NS--ups input line 1",DYZ1.LE3.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,3
3917681765,UPDATE,"nagios-sysadmin-DYZ1.LE3.OXB.BPA.NS--ups input line 2",DYZ1.LE3.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,3
3889870839,UPDATE,10.43.186.65LINK-3-UPDOWNInterface,10.43.186.65,"Cisco Syslog",LINK-3-UPDOWN,None,2,1428444017,3
3800611643,UPDATE,"IETF-BGP4-MIB-QA36CZJR01-IETF BGP Peer Status-None-BGP Peer Connection Idle  ( BGP Peer: QA36CZJR01 )",QA36CZJR01,IETF-BGP4-MIB,"IETF BGP Peer Status",None,2,1428444012,4
3917681767,UPDATE,"nagios-sysadmin-DYZ1.LE3.OXB.BPA.NS--ups input line 3",DYZ1.LE3.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,3
3889880073,UPDATE,"Unknown Trap From 10.74.39.47 [1.3.6.1.4.1.9.10.106.2] Generic: 6 Specific: 1",AEA1.LE3.BPA.NS,"No rules exist for this Unknown ",Unknown,None,3600,1428444012,1
3917658227,UPDATE,"nagios-sysadmin-DYZ1.LE3.OXB.BPA.NS--ups output line 2",DYZ1.LE3.OXB.BPA.NS,"Syslog - Generic",nagios,sysadmin,3600,1428444017,3
